read_file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
MicrobialFastQ/ENRIQ_21_S22_L001_interleaved.fastq.gz	FASTQ	DNA	"2,552,594"	"269,985,762"	20	105.8	151
MicrobialFastQ/ENRIQ_22_S23_L001_interleaved.fastq.gz	FASTQ	DNA	"2,020,604"	"215,830,589"	20	106.8	151
MicrobialFastQ/ENRIQ_22_S23_L001_interleaved.fastq.gz	FASTQ	DNA	"2,020,604"	"215,830,589"	20	106.8	151
MicrobialFastQ/ENRIQ_23_S24_L001_interleaved.fastq.gz	FASTQ	DNA	"2,243,942"	"244,500,098"	20	109	151
MicrobialFastQ/ENRIQ_23_S24_L001_interleaved.fastq.gz	FASTQ	DNA	"2,243,942"	"244,500,098"	20	109	151
MicrobialFastQ/ENRIQ_24_S25_L001_interleaved.fastq.gz	FASTQ	DNA	"2,685,558"	"295,820,063"	20	110.2	151
MicrobialFastQ/ENRIQ_24_S25_L001_interleaved.fastq.gz	FASTQ	DNA	"2,685,558"	"295,820,063"	20	110.2	151
MicrobialFastQ/ENRIQ_25_S26_L001_interleaved.fastq.gz	FASTQ	DNA	"5,437,312"	"584,783,434"	20	107.6	151
MicrobialFastQ/ENRIQ_25_S26_L001_interleaved.fastq.gz	FASTQ	DNA	"5,437,312"	"584,783,434"	20	107.6	151
MicrobialFastQ/ENRIQ_26_S27_L001_interleaved.fastq.gz	FASTQ	DNA	"875,558"	"94,039,094"	20	107.4	151
MicrobialFastQ/ENRIQ_26_S27_L001_interleaved.fastq.gz	FASTQ	DNA	"875,558"	"94,039,094"	20	107.4	151
MicrobialFastQ/ENRIQ_27_S28_L001_interleaved.fastq.gz	FASTQ	DNA	"6,393,024"	"667,823,435"	20	104.5	151
MicrobialFastQ/ENRIQ_27_S28_L001_interleaved.fastq.gz	FASTQ	DNA	"6,393,024"	"667,823,435"	20	104.5	151
MicrobialFastQ/ENRIQ_28_S29_L001_interleaved.fastq.gz	FASTQ	DNA	"3,836,094"	"393,945,316"	20	102.7	151
MicrobialFastQ/ENRIQ_28_S29_L001_interleaved.fastq.gz	FASTQ	DNA	"3,836,094"	"393,945,316"	20	102.7	151
MicrobialFastQ/ENRIQ_29_S30_L001_interleaved.fastq.gz	FASTQ	DNA	"3,140,552"	"316,927,654"	20	100.9	151
MicrobialFastQ/ENRIQ_29_S30_L001_interleaved.fastq.gz	FASTQ	DNA	"3,140,552"	"316,927,654"	20	100.9	151
MicrobialFastQ/ENRIQ_2_S3_L001_interleaved.fastq.gz	FASTQ	DNA	"1,707,348"	"185,890,672"	20	108.9	151
MicrobialFastQ/ENRIQ_2_S3_L001_interleaved.fastq.gz	FASTQ	DNA	"1,707,348"	"185,890,672"	20	108.9	151
MicrobialFastQ/ENRIQ_30_S31_L001_interleaved.fastq.gz	FASTQ	DNA	"2,102,056"	"230,707,428"	20	109.8	151
MicrobialFastQ/ENRIQ_30_S31_L001_interleaved.fastq.gz	FASTQ	DNA	"2,102,056"	"230,707,428"	20	109.8	151
MicrobialFastQ/ENRIQ_31_S32_L001_interleaved.fastq.gz	FASTQ	DNA	"2,361,792"	"234,000,657"	20	99.1	151
MicrobialFastQ/ENRIQ_31_S32_L001_interleaved.fastq.gz	FASTQ	DNA	"2,361,792"	"234,000,657"	20	99.1	151
MicrobialFastQ/ENRIQ_32_S33_L001_interleaved.fastq.gz	FASTQ	DNA	"4,306,208"	"463,181,533"	20	107.6	151
MicrobialFastQ/ENRIQ_32_S33_L001_interleaved.fastq.gz	FASTQ	DNA	"4,306,208"	"463,181,533"	20	107.6	151
MicrobialFastQ/ENRIQ_33_S34_L001_interleaved.fastq.gz	FASTQ	DNA	"3,932,356"	"429,267,528"	20	109.2	151
MicrobialFastQ/ENRIQ_33_S34_L001_interleaved.fastq.gz	FASTQ	DNA	"3,932,356"	"429,267,528"	20	109.2	151
MicrobialFastQ/ENRIQ_34_S35_L001_interleaved.fastq.gz	FASTQ	DNA	"5,276,562"	"568,554,655"	20	107.8	151
MicrobialFastQ/ENRIQ_34_S35_L001_interleaved.fastq.gz	FASTQ	DNA	"5,276,562"	"568,554,655"	20	107.8	151
MicrobialFastQ/ENRIQ_35_S36_L001_interleaved.fastq.gz	FASTQ	DNA	"3,820,850"	"404,675,125"	20	105.9	151
MicrobialFastQ/ENRIQ_35_S36_L001_interleaved.fastq.gz	FASTQ	DNA	"3,820,850"	"404,675,125"	20	105.9	151
MicrobialFastQ/ENRIQ_36_S37_L001_interleaved.fastq.gz	FASTQ	DNA	"7,809,058"	"811,839,008"	20	104	151
MicrobialFastQ/ENRIQ_36_S37_L001_interleaved.fastq.gz	FASTQ	DNA	"7,809,058"	"811,839,008"	20	104	151
MicrobialFastQ/ENRIQ_37_S38_L001_interleaved.fastq.gz	FASTQ	DNA	"2,461,780"	"274,986,136"	20	111.7	151
MicrobialFastQ/ENRIQ_37_S38_L001_interleaved.fastq.gz	FASTQ	DNA	"2,461,780"	"274,986,136"	20	111.7	151
MicrobialFastQ/ENRIQ_38_S39_L001_interleaved.fastq.gz	FASTQ	DNA	"850,680"	"92,123,120"	20	108.3	151
MicrobialFastQ/ENRIQ_38_S39_L001_interleaved.fastq.gz	FASTQ	DNA	"850,680"	"92,123,120"	20	108.3	151
MicrobialFastQ/ENRIQ_39_S40_L001_interleaved.fastq.gz	FASTQ	DNA	"2,833,292"	"307,001,620"	20	108.4	151
MicrobialFastQ/ENRIQ_39_S40_L001_interleaved.fastq.gz	FASTQ	DNA	"2,833,292"	"307,001,620"	20	108.4	151
MicrobialFastQ/ENRIQ_3_S4_L001_interleaved.fastq.gz	FASTQ	DNA	"2,188,328"	"229,414,497"	20	104.8	151
MicrobialFastQ/ENRIQ_3_S4_L001_interleaved.fastq.gz	FASTQ	DNA	"2,188,328"	"229,414,497"	20	104.8	151
MicrobialFastQ/ENRIQ_40_S41_L001_interleaved.fastq.gz	FASTQ	DNA	"3,972,160"	"472,533,936"	20	119	151
MicrobialFastQ/ENRIQ_40_S41_L001_interleaved.fastq.gz	FASTQ	DNA	"3,972,160"	"472,533,936"	20	119	151
MicrobialFastQ/ENRIQ_41_S42_L001_interleaved.fastq.gz	FASTQ	DNA	"4,337,184"	"485,105,586"	20	111.8	151
MicrobialFastQ/ENRIQ_41_S42_L001_interleaved.fastq.gz	FASTQ	DNA	"4,337,184"	"485,105,586"	20	111.8	151
MicrobialFastQ/ENRIQ_42_S43_L001_interleaved.fastq.gz	FASTQ	DNA	"4,927,274"	"535,520,234"	20	108.7	151
MicrobialFastQ/ENRIQ_42_S43_L001_interleaved.fastq.gz	FASTQ	DNA	"4,927,274"	"535,520,234"	20	108.7	151
MicrobialFastQ/ENRIQ_43_S44_L001_interleaved.fastq.gz	FASTQ	DNA	"4,690,086"	"481,416,495"	20	102.6	151
MicrobialFastQ/ENRIQ_43_S44_L001_interleaved.fastq.gz	FASTQ	DNA	"4,690,086"	"481,416,495"	20	102.6	151
MicrobialFastQ/ENRIQ_44_S45_L001_interleaved.fastq.gz	FASTQ	DNA	"8,453,750"	"889,955,363"	20	105.3	151
MicrobialFastQ/ENRIQ_44_S45_L001_interleaved.fastq.gz	FASTQ	DNA	"8,453,750"	"889,955,363"	20	105.3	151
MicrobialFastQ/ENRIQ_45_S46_L001_interleaved.fastq.gz	FASTQ	DNA	"2,523,504"	"261,839,684"	20	103.8	151
MicrobialFastQ/ENRIQ_45_S46_L001_interleaved.fastq.gz	FASTQ	DNA	"2,523,504"	"261,839,684"	20	103.8	151
MicrobialFastQ/ENRIQ_46_S47_L001_interleaved.fastq.gz	FASTQ	DNA	"2,171,838"	"253,895,115"	20	116.9	151
MicrobialFastQ/ENRIQ_46_S47_L001_interleaved.fastq.gz	FASTQ	DNA	"2,171,838"	"253,895,115"	20	116.9	151
MicrobialFastQ/ENRIQ_47_S48_L001_interleaved.fastq.gz	FASTQ	DNA	"3,215,296"	"349,755,532"	20	108.8	151
MicrobialFastQ/ENRIQ_47_S48_L001_interleaved.fastq.gz	FASTQ	DNA	"3,215,296"	"349,755,532"	20	108.8	151
MicrobialFastQ/ENRIQ_48_S49_L001_interleaved.fastq.gz	FASTQ	DNA	"3,361,734"	"384,847,089"	20	114.5	151
MicrobialFastQ/ENRIQ_48_S49_L001_interleaved.fastq.gz	FASTQ	DNA	"3,361,734"	"384,847,089"	20	114.5	151
MicrobialFastQ/ENRIQ_49_S50_L001_interleaved.fastq.gz	FASTQ	DNA	"2,031,710"	"219,640,058"	20	108.1	151
MicrobialFastQ/ENRIQ_49_S50_L001_interleaved.fastq.gz	FASTQ	DNA	"2,031,710"	"219,640,058"	20	108.1	151
MicrobialFastQ/ENRIQ_4_S5_L001_interleaved.fastq.gz	FASTQ	DNA	"2,191,658"	"238,840,008"	20	109	151
MicrobialFastQ/ENRIQ_4_S5_L001_interleaved.fastq.gz	FASTQ	DNA	"2,191,658"	"238,840,008"	20	109	151
MicrobialFastQ/ENRIQ_50_S51_L001_interleaved.fastq.gz	FASTQ	DNA	"4,781,822"	"532,466,111"	20	111.4	151
MicrobialFastQ/ENRIQ_50_S51_L001_interleaved.fastq.gz	FASTQ	DNA	"4,781,822"	"532,466,111"	20	111.4	151
MicrobialFastQ/ENRIQ_51_S52_L001_interleaved.fastq.gz	FASTQ	DNA	"4,163,958"	"449,441,157"	20	107.9	151
MicrobialFastQ/ENRIQ_51_S52_L001_interleaved.fastq.gz	FASTQ	DNA	"4,163,958"	"449,441,157"	20	107.9	151
MicrobialFastQ/ENRIQ_52_S53_L001_interleaved.fastq.gz	FASTQ	DNA	"2,600,496"	"273,122,940"	20	105	151
MicrobialFastQ/ENRIQ_52_S53_L001_interleaved.fastq.gz	FASTQ	DNA	"2,600,496"	"273,122,940"	20	105	151
MicrobialFastQ/ENRIQ_53_S54_L001_interleaved.fastq.gz	FASTQ	DNA	"3,069,730"	"358,384,094"	20	116.7	151
MicrobialFastQ/ENRIQ_53_S54_L001_interleaved.fastq.gz	FASTQ	DNA	"3,069,730"	"358,384,094"	20	116.7	151
MicrobialFastQ/ENRIQ_54_S55_L001_interleaved.fastq.gz	FASTQ	DNA	"4,737,602"	"535,167,737"	20	113	151
MicrobialFastQ/ENRIQ_54_S55_L001_interleaved.fastq.gz	FASTQ	DNA	"4,737,602"	"535,167,737"	20	113	151
MicrobialFastQ/ENRIQ_55_S56_L001_interleaved.fastq.gz	FASTQ	DNA	"2,804,852"	"298,553,082"	20	106.4	151
MicrobialFastQ/ENRIQ_55_S56_L001_interleaved.fastq.gz	FASTQ	DNA	"2,804,852"	"298,553,082"	20	106.4	151
MicrobialFastQ/ENRIQ_56_S57_L001_interleaved.fastq.gz	FASTQ	DNA	"3,575,072"	"391,003,833"	20	109.4	151
MicrobialFastQ/ENRIQ_56_S57_L001_interleaved.fastq.gz	FASTQ	DNA	"3,575,072"	"391,003,833"	20	109.4	151
MicrobialFastQ/ENRIQ_57_S58_L001_interleaved.fastq.gz	FASTQ	DNA	"3,432,348"	"362,619,829"	20	105.6	151
MicrobialFastQ/ENRIQ_57_S58_L001_interleaved.fastq.gz	FASTQ	DNA	"3,432,348"	"362,619,829"	20	105.6	151
MicrobialFastQ/ENRIQ_58_S59_L001_interleaved.fastq.gz	FASTQ	DNA	"3,224,198"	"359,814,706"	20	111.6	151
MicrobialFastQ/ENRIQ_58_S59_L001_interleaved.fastq.gz	FASTQ	DNA	"3,224,198"	"359,814,706"	20	111.6	151
MicrobialFastQ/ENRIQ_59_S60_L001_interleaved.fastq.gz	FASTQ	DNA	"3,608,886"	"405,259,531"	20	112.3	151
MicrobialFastQ/ENRIQ_59_S60_L001_interleaved.fastq.gz	FASTQ	DNA	"3,608,886"	"405,259,531"	20	112.3	151
MicrobialFastQ/ENRIQ_5_S6_L001_interleaved.fastq.gz	FASTQ	DNA	"2,008,900"	"218,385,187"	20	108.7	151
MicrobialFastQ/ENRIQ_5_S6_L001_interleaved.fastq.gz	FASTQ	DNA	"2,008,900"	"218,385,187"	20	108.7	151
MicrobialFastQ/ENRIQ_60_S61_L001_interleaved.fastq.gz	FASTQ	DNA	"1,655,966"	"183,711,636"	20	110.9	151
MicrobialFastQ/ENRIQ_60_S61_L001_interleaved.fastq.gz	FASTQ	DNA	"1,655,966"	"183,711,636"	20	110.9	151
MicrobialFastQ/ENRIQ_61_S62_L001_interleaved.fastq.gz	FASTQ	DNA	"2,323,082"	"248,409,951"	20	106.9	151
MicrobialFastQ/ENRIQ_61_S62_L001_interleaved.fastq.gz	FASTQ	DNA	"2,323,082"	"248,409,951"	20	106.9	151
MicrobialFastQ/ENRIQ_62_S63_L001_interleaved.fastq.gz	FASTQ	DNA	"1,776,676"	"191,314,939"	20	107.7	151
MicrobialFastQ/ENRIQ_62_S63_L001_interleaved.fastq.gz	FASTQ	DNA	"1,776,676"	"191,314,939"	20	107.7	151
MicrobialFastQ/ENRIQ_6_S7_L001_interleaved.fastq.gz	FASTQ	DNA	"2,300,192"	"250,484,011"	20	108.9	151
MicrobialFastQ/ENRIQ_6_S7_L001_interleaved.fastq.gz	FASTQ	DNA	"2,300,192"	"250,484,011"	20	108.9	151
MicrobialFastQ/ENRIQ_7_S8_L001_interleaved.fastq.gz	FASTQ	DNA	"1,911,970"	"209,648,117"	20	109.7	151
MicrobialFastQ/ENRIQ_7_S8_L001_interleaved.fastq.gz	FASTQ	DNA	"1,911,970"	"209,648,117"	20	109.7	151
MicrobialFastQ/ENRIQ_8_S9_L001_interleaved.fastq.gz	FASTQ	DNA	"1,943,162"	"210,018,523"	20	108.1	151
MicrobialFastQ/ENRIQ_8_S9_L001_interleaved.fastq.gz	FASTQ	DNA	"1,943,162"	"210,018,523"	20	108.1	151
MicrobialFastQ/ENRIQ_9_S10_L001_interleaved.fastq.gz	FASTQ	DNA	"6,351,178"	"677,933,138"	20	106.7	151
MicrobialFastQ/ENRIQ_9_S10_L001_interleaved.fastq.gz	FASTQ	DNA	"6,351,178"	"677,933,138"	20	106.7	151
