"","pathway","genus","species","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","plog","plogn"
"34","PWY.3841..folate.transformations.II..plants..g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",4.44593566216122,0.303340333144722,4.36693030156272e-08,"strep_exposureY",2.80125734932597e-06,12,8,16.9466204298322,1.22925986782921
"35","COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.33173503424393,0.0916965082393157,4.76675816520618e-08,"strep_exposureY",2.88786098842074e-06,12,6,16.859014300041,1.2130108728777
"36","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",3.76096725580276,0.258706539767096,4.7220337621223e-08,"strep_exposureY",2.88786098842074e-06,12,7,16.8684411553522,1.21475934555564
"37","PWY.5981..CDP.diacylglycerol.biosynthesis.III.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.29484225643635,0.0900951964339608,5.27003176792103e-08,"strep_exposureY",3.10647007725291e-06,12,6,16.7586443533488,1.19439447284981
"38","GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",4.31289479164157,0.310952470885013,7.40373076122011e-08,"strep_exposureY",4.24935178690028e-06,12,8,16.418696713865,1.13134172196446
"39","GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",5.46678820787605,0.402975748488548,9.14559298319383e-08,"strep_exposureY",5.11449699906301e-06,12,8,16.2074086218723,1.09215246490802
"40","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.27840883384311,0.0966917637654027,1.16823381338285e-07,"strep_exposureY",6.36979486746998e-06,12,6,15.9626026038954,1.04674637563446
"41","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.21967188681131,0.0925893086481938,1.20980361256817e-07,"strep_exposureY",6.43556507075896e-06,12,6,15.927637608185,1.04026114406297
"42","GLUTORN.PWY..L.ornithine.biosynthesis.I.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.29809959199497,0.100789745810099,1.49837582686023e-07,"strep_exposureY",7.78085161519564e-06,12,6,15.7137139115754,1.00058304077834
"43","PWY.6317..D.galactose.degradation.I..Leloir.pathway..g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.43479247219445,0.111890241111198,1.56162321380322e-07,"strep_exposureY",7.92069820768562e-06,12,6,15.6723698489956,0.992914633718977
"44","ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.35831802320904,0.106294785938582,1.61381867040554e-07,"strep_exposureY",7.99940572762384e-06,12,6,15.639492435374,0.986816602345723
"45","PWY.5981..CDP.diacylglycerol.biosynthesis.III.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.42733029547915,0.111969001860376,1.65165406140063e-07,"strep_exposureY",8.00501668425505e-06,12,6,15.6163184037198,0.982518333214867
"46","ARO.PWY..chorismate.biosynthesis.I.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.35908212142154,0.108111784211958,1.88450429865366e-07,"strep_exposureY",8.56271640700757e-06,12,6,15.4844308361779,0.95805611322792
"47","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",4.59771923933116,0.365628878169779,1.87920764080193e-07,"strep_exposureY",8.56271640700757e-06,12,8,15.4872454306175,0.958578158100208
"48","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",4.59771923933116,0.365628878169779,1.87920764080193e-07,"strep_exposureY",8.56271640700757e-06,12,8,15.4872454306175,0.958578158100208
"49","PWY.6936..seleno.amino.acid.biosynthesis..plants..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",4.12716768803269,0.332068035690834,2.09866504449084e-07,"strep_exposureY",9.34120094292759e-06,12,8,15.3767942014671,0.938091903666504
"50","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.40206696911429,0.113325864225663,2.19121128700298e-07,"strep_exposureY",9.55806363390701e-06,12,6,15.3336411609447,0.930087971301702
"51","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.34908794971905,0.109940121008994,2.36714649052866e-07,"strep_exposureY",1.01099637388201e-05,12,6,15.2564104336517,0.915763383503141
"52","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.47536651428314,0.120462222869887,2.41044527473014e-07,"strep_exposureY",1.01099637388201e-05,12,6,15.2382841592232,0.912401361434809
"53","COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.33299031117615,0.109360950897576,2.52197142410853e-07,"strep_exposureY",1.03781503320391e-05,12,6,15.1930547441267,0.904012307617278
"54","PWY.6123..inosine.5..phosphate.biosynthesis.I.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",3.25878798193905,0.269452233255033,2.71436484514282e-07,"strep_exposureY",1.07636904131936e-05,12,7,15.1195376677985,0.890376519745413
"55","PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.39916033970987,0.11554604852584,2.68289108356104e-07,"strep_exposureY",1.07636904131936e-05,12,6,15.1312006753589,0.892539749092735
"56","PWY.6609..adenine.and.adenosine.salvage.III.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",4.42129039600682,0.366333568947279,2.7679459509093e-07,"strep_exposureY",1.07801609266664e-05,12,8,15.0999901397991,0.886750886647214
"57","GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",3.00294531268079,0.250593400233663,2.95983089024999e-07,"strep_exposureY",1.13252476695355e-05,12,7,15.0329635159267,0.874318933820209
"58","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.32175884725379,0.111719851960297,3.3378566672593e-07,"strep_exposureY",1.25514920539526e-05,12,6,14.9127667663472,0.85202510139362
"59","ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.43804387865391,0.121992886319498,3.45412203896079e-07,"strep_exposureY",1.27685426558872e-05,12,6,14.8785273392116,0.84567444670774
"60","UNINTEGRATED.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",4.52068033910727,0.385730683821277,3.64719149106851e-07,"strep_exposureY",1.28298784548716e-05,12,8,14.8241382340478,0.835586473442269
"61","PWY.6609..adenine.and.adenosine.salvage.III.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",4.31807880689449,0.36750774283664,3.56122980607163e-07,"strep_exposureY",1.28298784548716e-05,12,8,14.8479897146052,0.84001039432643
"62","PWY66.409..superpathway.of.purine.nucleotide.salvage.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.67101661005713,0.142347454358586,3.59158663574214e-07,"strep_exposureY",1.28298784548716e-05,12,6,14.8395015862769,0.838436034693338
"63","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.32136111735572,0.11343440025003,3.86128962679001e-07,"strep_exposureY",1.33674169460778e-05,12,6,14.767094423076,0.825006111101121
"64","PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.61419439202896,0.139878385817805,4.21561689367531e-07,"strep_exposureY",1.41450160693936e-05,12,6,14.6792997134698,0.808722138774505
"65","VALSYN.PWY..L.valine.biosynthesis.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.51532900862005,0.13128882195974,4.20890274594102e-07,"strep_exposureY",1.41450160693936e-05,12,6,14.6808936676518,0.809017781939195
"66","PWY.822..fructan.biosynthesis.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",4.03666429047024,0.35118841805722,4.37502767911251e-07,"strep_exposureY",1.44574778305218e-05,12,9,14.6421828045145,0.801837775001464
"67","THRESYN.PWY..superpathway.of.L.threonine.biosynthesis.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.59654143305676,0.141148792005771,5.0839504352936e-07,"strep_exposureY",1.65493968647393e-05,12,6,14.4920070468341,0.773983501171474
"68","PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.56149688486159,0.140722963670718,6.07899569943309e-07,"strep_exposureY",1.94248979280621e-05,12,6,14.3132561496384,0.740829172438588
"69","PWY0.1296..purine.ribonucleosides.degradation.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",3.85449906539393,0.347775361808253,6.14542850543918e-07,"strep_exposureY",1.94248979280621e-05,12,7,14.3023871779974,0.738813219151473
"70","PWY.5103..L.isoleucine.biosynthesis.III.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.50396579055368,0.136718797028644,6.58990580008254e-07,"strep_exposureY",2.02430768309578e-05,12,6,14.232556596919,0.725861194423191
"71","PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.49739882441836,0.135990394586987,6.53096746698479e-07,"strep_exposureY",2.02430768309578e-05,12,6,14.2415405613724,0.727527520665387
"72","PWY.6123..inosine.5..phosphate.biosynthesis.I.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",4.7551044210885,0.433915106003141,6.82748582052223e-07,"strep_exposureY",2.06815924646653e-05,12,9,14.1971391534132,0.719292043815883
"73","PWY.6151..S.adenosyl.L.methionine.salvage.I.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.22597827346807,0.113453269263412,7.77687223818842e-07,"strep_exposureY",2.32347374677931e-05,12,6,14.0669414195419,0.695143250513215
"74","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.40178146942473,0.130854138614641,8.42909932403603e-07,"strep_exposureY",2.42788155720787e-05,12,6,13.9864057264039,0.680205664817603
"75","PWY.7953..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.III..meso.diaminopimelate.containing..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.32846941609149,0.123748111912089,8.26523730199218e-07,"strep_exposureY",2.42788155720787e-05,12,6,14.0060372084227,0.683846869525251
"76","SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",3.89180302974352,0.36343869655271,8.46029336762027e-07,"strep_exposureY",2.42788155720787e-05,12,7,13.9827118009178,0.6795205235299
"77","PWY.702..L.methionine.biosynthesis.II.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",3.14026500303414,0.295878736168767,9.18728163390782e-07,"strep_exposureY",2.60226769396792e-05,12,7,13.9002755544397,0.664230427322746
"78","PWY.7953..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.III..meso.diaminopimelate.containing..g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.3255309179117,0.125082293151021,9.31705824926389e-07,"strep_exposureY",2.60519282585186e-05,12,6,13.8862487105761,0.661628758744658
"79","PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.45222750535516,0.139153636795077,1.07338335903927e-06,"strep_exposureY",2.92631138258082e-05,12,6,13.7446948803616,0.635373661321601
"80","PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.45222750535516,0.139153636795077,1.07338335903927e-06,"strep_exposureY",2.92631138258082e-05,12,6,13.7446948803616,0.635373661321601
"81","PWY.6317..D.galactose.degradation.I..Leloir.pathway..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.51134335549931,0.145054258891698,1.08963870196916e-06,"strep_exposureY",2.93395309752436e-05,12,6,13.7296643827536,0.632585837223746
"82","ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.47196927585901,0.142402554560547,1.17248764510648e-06,"strep_exposureY",3.08095849876775e-05,12,6,13.6563828739041,0.618993741896931
"83","PWY.5941..glycogen.degradation.II.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.29250329197782,0.125022001806424,1.17089048661138e-06,"strep_exposureY",3.08095849876775e-05,12,6,13.6577459989762,0.619246571378933
"84","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.69131497376519,0.164419403007226,1.22613851994047e-06,"strep_exposureY",3.14612719057667e-05,12,6,13.6116407415631,0.610695068228056
"85","PWY.6609..adenine.and.adenosine.salvage.III.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",3.50382518427183,0.340193017942137,1.21203536026126e-06,"strep_exposureY",3.14612719057667e-05,12,7,13.6232094956097,0.61284081563805
"86","PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.81259119734355,0.177451347153912,1.30802231403749e-06,"strep_exposureY",3.31720542664623e-05,12,6,13.5469942454131,0.598704576328936
"87","PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",2.69517360988961,0.265329910667961,1.37677574479452e-06,"strep_exposureY",3.45143436712282e-05,12,7,13.4957662092913,0.58920291129359
"88","HSERMETANA.PWY..L.methionine.biosynthesis.III.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",3.43788187994525,0.340901466579968,1.47124896785233e-06,"strep_exposureY",3.64635681691582e-05,12,7,13.4293988799169,0.576893242980176
"89","COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.70606334842195,0.170126075878054,1.54899909733212e-06,"strep_exposureY",3.79591801267569e-05,12,6,13.377901579272,0.567341635345075
"90","PWY66.429..fatty.acid.biosynthesis.initiation..mitochondria..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",5.83781551238395,0.5870793606119,1.67373987449891e-06,"strep_exposureY",4.05602962920236e-05,12,8,13.3004499895492,0.552976082462036
"91","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.30606765731676,0.13391980294001,1.99884946841561e-06,"strep_exposureY",4.7385768376244e-05,12,6,13.1229388087254,0.520051693633072
"92","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.30606765731676,0.13391980294001,1.99884946841561e-06,"strep_exposureY",4.7385768376244e-05,12,6,13.1229388087254,0.520051693633072
"93","UNINTEGRATED.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",3.97517077306129,0.410764383670096,2.14489595209884e-06,"strep_exposureY",4.97982317371245e-05,12,11,13.0524195139408,0.506971927780269
"94","PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.4321814162739,0.148001368313468,2.14627867184305e-06,"strep_exposureY",4.97982317371245e-05,12,6,13.0517750657823,0.506852396933527
"95","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.44419295335532,0.151870147499853,2.51571835597595e-06,"strep_exposureY",5.77555972040374e-05,12,6,12.892952166578,0.477394270047781
"96","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.51917440774164,0.16040527873153,2.61025166652801e-06,"strep_exposureY",5.87488162152703e-05,12,6,12.8560639173211,0.470552317579673
"97","ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.46857881670029,0.155080056278759,2.6128542745902e-06,"strep_exposureY",5.87488162152703e-05,12,6,12.8550673423686,0.470367475018877
"98","PWY.4041...gamma..glutamyl.cycle.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",2.68992680623654,0.286169417056758,2.79490554420626e-06,"strep_exposureY",6.22009080807535e-05,12,7,12.7877122464877,0.457874597916148
"99","PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.6518027422321,0.178401142230102,3.20428787904586e-06,"strep_exposureY",7.05914329717074e-05,12,6,12.6510206829049,0.432521343162552
"100","PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.52283336231095,0.165797270117543,3.4452493061621e-06,"strep_exposureY",7.51408873673955e-05,12,6,12.5785142885809,0.419073014396825
"101","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.77298565650903,0.19363963494549,3.54429973233598e-06,"strep_exposureY",7.65358189725225e-05,12,6,12.5501699542108,0.413815768731685
"102","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.72823986666308,0.192861710701787,4.30261323387783e-06,"strep_exposureY",9.19999947361525e-05,12,6,12.3562879910483,0.377854962699881
"103","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.52207718697765,0.170198556775823,4.3813803896116e-06,"strep_exposureY",9.2363617291294e-05,12,6,12.338146725782,0.374490160163471
"104","PWY.6703..preQ0.biosynthesis.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.96033191782991,0.219331672954574,4.40431737656789e-06,"strep_exposureY",9.2363617291294e-05,12,6,12.3329252761764,0.373521697015016
